"Scala_Spark
单选题 （共计 10 题，总计 20分）
1、下面选项中a的取值不一致的是？（ ）。
","[{'optionContent': 'A.val a = 3 \n', 'isCorrect': '-1'}, {'optionContent': 'B.val a:Double = 1 + 2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.var a = 1; a += 2 \n', 'isCorrect': '-1'}, {'optionContent': 'D.val b = 1.+(2); val a = b.toInt \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
(单选题)如果需要通过jQuery匹配包含文本的元素，下面哪个选项正确（ ）,"[{'optionContent': 'A.text()', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'text()'}, {'optionContent': 'B.contains()', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'contains()'}, {'optionContent': 'C.input()', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'input()'}, {'optionContent': 'D.attr()', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'attr()'}]",contains()： 匹配包含给定文本的元素。 它所传入的参数是一个用以查找的字符串。,B
"(单选题)HTML代码:
<table>
<tr><td>Header 1</td></tr>
<tr><td>Value 1</td></tr>
<tr><td>Value 2</td></tr>
</table>
jQuery代码:$(""tr:first"")
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<tr><td>Header 1</td></tr>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<tr><td>Header 1</td></tr>'}, {'optionContent': 'B.<td>Value 1</td>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<td>Value 1</td>'}, {'optionContent': 'C.<td>Value 2</td>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<td>Value 2</td>'}, {'optionContent': 'D.<td>Header 1</td>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<td>Header 1</td>'}]","""tr:first""选择器是匹配第一个tr元素。 选项A正确",A
"(单选题)HTML代码:
<p>one</p><div><p>two</p></div><p>three</p>
jQuery代码:
$(""div > p"");
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<p>two</p>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<p>two</p>'}, {'optionContent': 'B.<p>one</p>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<p>one</p>'}, {'optionContent': 'C.<p>three</p>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<p>three</p>'}, {'optionContent': 'D.<div><p>two</p></div>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<div><p>two</p></div>'}]","""div > p""是层级选择器，div属于父级选择器，p属于子级选择器， 这道题是匹配div元素下所有的子级p元素。 所以A正确。",A
"(单选题)HTML代码:
<table>
<tr style=""display:none""><td>Value 1</td></tr>
<tr><td>Value 2</td></tr>
</table>
jQuery代码:
$(""tr:hidden"")
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<tr style=""display:none""><td>Value 1</td></tr>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<tr style=""display:none""><td>Value 1</td></tr>'}, {'optionContent': 'B.<tr><td>Value 2</td></tr>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<tr><td>Value 2</td></tr>'}, {'optionContent': 'C.<td>Value 1</td>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<td>Value 1</td>'}, {'optionContent': 'D.<td>Value 2</td>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<td>Value 2</td>'}]",""":hidden""选择器是匹配所有不可见元素，或者type为hidden的元素。 本题中""tr:hidden""表示匹配隐藏的 tr 元素。 选项A正确",A
"(单选题)HTML代码:
<table>
<tr><td>Value 1</td><td></td></tr>
<tr><td>Value 2</td><td></td></tr>
</table>
jQuery代码:
$(""td:empty"")
执行jQuery代码后的结果的（ ）","[{'optionContent': 'A.<td>Value 1</td>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<td>Value 1</td>'}, {'optionContent': 'B.<td></td>,<td></td>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<td></td>,<td></td>'}, {'optionContent': 'C.<td>Value 2</td>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<td>Value 2</td>'}, {'optionContent': 'D.<td></td>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<td></td>'}]",""":empty""选择器是匹配所有不包含子元素或者文本的空元素。 本题中""td:empty""表示匹配所有没有子节点或文本内容的空的 td 元素。 B选项正确。",B
(单选题)下面哪种选择器不属于jQuery的选择器（ ）,"[{'optionContent': 'A.基本选择器', 'isCorrect': '-1', 'option': 'A', 'optionValue': '基本选择器'}, {'optionContent': 'B.过滤选择器', 'isCorrect': '-1', 'option': 'B', 'optionValue': '过滤选择器'}, {'optionContent': 'C.CSS选择器', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'CSS选择器'}, {'optionContent': 'D.HTML选择器', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'HTML选择器'}]",jQuery选择器包括： 1.基本选择器 CSS选择器、层级选择器、表单域选择器 2.过滤选择器 简单过滤选择器、内容过滤选择器、属性过滤选择器、 子元素过滤选择器、表单域属性过滤选择器、可见性过滤选择器,D
"(单选题)HTML代码:
<table>
<tr><td>Header 1</td></tr>
<tr><td>Value 1</td></tr>
<tr><td>Value 2</td></tr>
</table>
jQuery代码:
$(""tr:odd"")
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<tr><td>Value 1</td></tr>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<tr><td>Value 1</td></tr>'}, {'optionContent': 'B.<tr><td>Header 1</td></tr>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<tr><td>Header 1</td></tr>'}, {'optionContent': 'C.<td>Value 1</td>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<td>Value 1</td>'}, {'optionContent': 'D.<tr><td>Value 2</td></tr>', 'isCorrect': '-1', 'option': 'D', 'optionValue': '<tr><td>Value 2</td></tr>'}]",""":odd""选择器是匹配所有索引值为奇数的元素， 其中索引值从 0 开始计数。 本题中""tr:odd""表示匹配tr中索引值为奇数的 tr 元素。 选项A正确。",A
"(单选题)HTML代码:
<div>DIV1</div>
<div>DIV2</div>
<span>SPAN</span>
jQuery代码:
$(""div"");
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<div>DIV1</div>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<div>DIV1</div>'}, {'optionContent': 'B.<div>DIV2</div>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<div>DIV2</div>'}, {'optionContent': 'C.<div>DIV1</div>,<div>DIV2</div>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<div>DIV1</div>,<div>DIV2</div>'}, {'optionContent': 'D.DIV1,DIV2', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'DIV1,DIV2'}]","""div""是匹配所有div元素。 D选项返回的是匹配元素的文本内容。 C选项正确。",C
(单选题)下面哪一个是用来将内容追加到指定元素的末尾的（ ）,"[{'optionContent': 'A.insertAfter()', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'insertAfter()'}, {'optionContent': 'B.append()', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'append()'}, {'optionContent': 'C.appendTo()', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'appendTo()'}, {'optionContent': 'D.after()', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'after()'}]",jQuery中使用appendTo()方法将指定内容追加到指定元素的末尾。,C
"(单选题)HTML代码:
<div></div>
jQuery代码:
$(""div"").html(""<p>Hello Again</p>"")
执行jQuery代码后的结果是（ ）","[{'optionContent': 'A.<div></div>', 'isCorrect': '-1', 'option': 'A', 'optionValue': '<div></div>'}, {'optionContent': 'B.<div><p>Hello Again</p></div>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<div><p>Hello Again</p></div>'}, {'optionContent': 'C.<p>Hello Again</p>', 'isCorrect': '-1', 'option': 'C', 'optionValue': '<p>Hello Again</p>'}, {'optionContent': 'D.Hello Again', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'Hello Again'}]","""html(val)""表示设置每一个匹配元素的html内容。这个函数不能用于XML文档。但可以用于XHTML文档。 本题中""$(""div"").html(""Hello Again"")""表示给 div 元素中一段内容为""Hello Again""的html元素，则返回的应该是 ""Hello Again""。 答案B正确",B
(单选题)在jQuey中，如果想要从DOM中删除所有匹配的元素，下面哪一个是正确的（ ）,"[{'optionContent': 'A.delete()', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'delete()'}, {'optionContent': 'B.empty()', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'empty()'}, {'optionContent': 'C.remove()', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'remove()'}, {'optionContent': 'D.removeAll()', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'removeAll()'}]",删除指定元素使用remove()方法，empty()是删除指定元素的子节点， 其他两个都不对,C
(多选题)对于springmvc，说法正确的是（ ）。,"[{'optionContent': 'A.是spring框架一个非常重要的功能模块。', 'isCorrect': '-1', 'option': 'A', 'optionValue': '是spring框架一个非常重要的功能模块。'}, {'optionContent': 'B.实现了MVC结构，便于简单、快速开发MVC结构的Web程序。', 'isCorrect': '-1', 'option': 'B', 'optionValue': '实现了MVC结构，便于简单、快速开发MVC结构的Web程序。'}, {'optionContent': 'C.提供的API封装了Web开发中常用的功能, 简化了Web开发过程。', 'isCorrect': '-1', 'option': 'C', 'optionValue': '提供的API封装了Web开发中常用的功能, 简化了Web开发过程。'}, {'optionContent': 'D.提供了访问数据库的功能。', 'isCorrect': '-1', 'option': 'D', 'optionValue': '提供了访问数据库的功能。'}]",Springmvc是一个mvc框架，主要是实现了核心控制器，并没有实现数据库访问功能。,"A,B,C"
(多选题)以下哪些层属于MVC模式 （）,"[{'optionContent': 'A.模型层', 'isCorrect': '-1', 'option': 'A', 'optionValue': '模型层'}, {'optionContent': 'B.管理层', 'isCorrect': '-1', 'option': 'B', 'optionValue': '管理层'}, {'optionContent': 'C.视图层', 'isCorrect': '-1', 'option': 'C', 'optionValue': '视图层'}, {'optionContent': 'D.数据层', 'isCorrect': '-1', 'option': 'D', 'optionValue': '数据层'}]",MVC包括，视图层，模型层，控制层,"A,C"
(单选题)下面（ ）不属于关系—对象映射的映射信息。,"[{'optionContent': 'A.程序包名到数据库库名的映射', 'isCorrect': '-1', 'option': 'A', 'optionValue': '程序包名到数据库库名的映射'}, {'optionContent': 'B.程序类名到数据库表名的映射', 'isCorrect': '-1', 'option': 'B', 'optionValue': '程序类名到数据库表名的映射'}, {'optionContent': 'C.实体属性名到数据库表字段的映射', 'isCorrect': '-1', 'option': 'C', 'optionValue': '实体属性名到数据库表字段的映射'}, {'optionContent': 'D.实体属性类型到数据库表字段类型的映射', 'isCorrect': '-1', 'option': 'D', 'optionValue': '实体属性类型到数据库表字段类型的映射'}]",映射中并没有“程序包名到数据库库名的映射”这种方式,A
(多选题)下面（ ）不是Hibernate 映射文件中包含的内容。,"[{'optionContent': 'A.数据库连接信息', 'isCorrect': '-1', 'option': 'A', 'optionValue': '数据库连接信息'}, {'optionContent': 'B.Hibernate 属性参数', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Hibernate 属性参数'}, {'optionContent': 'C.主键生成策略', 'isCorrect': '-1', 'option': 'C', 'optionValue': '主键生成策略'}, {'optionContent': 'D.属性数据类型', 'isCorrect': '-1', 'option': 'D', 'optionValue': '属性数据类型'}]",Hibernate映射文件并不包括数据库连接和Hibernate的属性参数,"A,B"
(单选题)如果数据库是mysql，则generator属性值不可以使用（B）。,"[{'optionContent': 'A.native', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'native'}, {'optionContent': 'B.identity', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'identity'}, {'optionContent': 'C.hilo', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'hilo'}, {'optionContent': 'D.sequence', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'sequence'}]","sequence ：生成long, short或者int类型的主键。适用于DB2, PostgreSQL, Oracle, SAP DB, McKoi，Interbase. ",D
(单选题)如果数据库是oracle，则generator属性值不可以使用（）。,"[{'optionContent': 'A.native', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'native'}, {'optionContent': 'B.identity', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'identity'}, {'optionContent': 'C.hilo', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'hilo'}, {'optionContent': 'D.sequence', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'sequence'}]","identity：生成long, short或者int类型的主键。适用于MySQL, MS SQL Server,  Sybase and HypersonicSQL ",B
(单选题)以下哪个 Hibernate 主键生成策略是实现主键按数值顺序递增的（ ）,"[{'optionContent': 'A.increment', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'increment'}, {'optionContent': 'B.identity', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'identity'}, {'optionContent': 'C.sequence', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'sequence'}, {'optionContent': 'D.native', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'native'}]","increment 生成策略：当 Hibernate 准备在数据库表中插入一条新记录时，首先从数据库表中获取当 前主键字段的最大值，然后在最大值基础上加 1，作为当前持久化对象的标识符属性值。这种策略即 increment 生成策略，用其生成的标识符属性的类型可以是 long、short、int 及其封装类的类型 identity 生成策略：在 MS SQL Server、MySQL 和 DB2 等数据库中可以设置表中某一个字段的数值自 动增长，identity 生成策略通过这种方式为当前记录获取主键值的同时为持久化对象赋予标识符属性值。
sequence 生成策略：在 Oracle、DB2 和 PostgreSQL 等数据库中创建一个序列（sequence），然后Hibernate 通过该序列为当前记录获取主键值，进而为持久化对象赋予标识符属性值。
native 生成策略：由 Hibernate 根据所使用的数据库支持能力从 identity、sequence 或者等生成策 略中选择一种。",A
(单选题)increment适用于那些数据库（）,"[{'optionContent': 'A.DB2', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'DB2'}, {'optionContent': 'B.mysql', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'mysql'}, {'optionContent': 'C.orcale', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'orcale'}, {'optionContent': 'D.所有数据库', 'isCorrect': '-1', 'option': 'D', 'optionValue': '所有数据库'}]","increment：生成long, short或者int类型的主键，不能在cluster环境下使用。适用于所有数据库 ",D
(多选题)下面关于Hibernate中Session的说法正确的是()。,"[{'optionContent': 'A.Session是轻量级的，可以随意的创建和销毁', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'Session是轻量级的，可以随意的创建和销毁'}, {'optionContent': 'B.Session是重量级的，不能随意的创建和销毁', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Session是重量级的，不能随意的创建和销毁'}, {'optionContent': 'C.Session是线程安全的', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'Session是线程安全的'}, {'optionContent': 'D.Session不是线程安全的', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'Session不是线程安全的'}]",详解见正确选项,"A,D"
(单选题)将某个对象从Session的一级缓存中清除的方法是(  )。,"[{'optionContent': 'A.close()', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'close()'}, {'optionContent': 'B.clear()', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'clear()'}, {'optionContent': 'C.evict()', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'evict()'}, {'optionContent': 'D.flush()', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'flush()'}]","close()表示将当前会话连接关闭,断开与数据库的连接
flush()方法是强制将session中的东西刷入到数据库中
clear()是清空一级缓存中所有的对象
evict()是把某一个对象从一级缓存中清除",C
(单选题)由持久化状态向游离状态转变的方法不包括( )。,"[{'optionContent': 'A.临时状态', 'isCorrect': '-1', 'option': 'A', 'optionValue': '临时状态'}, {'optionContent': 'B.无引用状态', 'isCorrect': '-1', 'option': 'B', 'optionValue': '无引用状态'}, {'optionContent': 'C.持久化状态', 'isCorrect': '-1', 'option': 'C', 'optionValue': '持久化状态'}, {'optionContent': 'D.游离状态', 'isCorrect': '-1', 'option': 'D', 'optionValue': '游离状态'}]",仔细看题干,C
(单选题)由持久化状态向游离状态转变的方法不包括( )。,"[{'optionContent': 'A.close()', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'close()'}, {'optionContent': 'B.clear()', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'clear()'}, {'optionContent': 'C.lock()', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'lock()'}, {'optionContent': 'D.evict()', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'evict()'}]",lock()是从游离状态变为持久状态,C
"(单选题)对于以下程序，Customer对象在第几行变为游离状态？( )
Session session1=sessionFactory.openSession();  
Transaction tx1 = session1.beginTransaction();  
Customer customer=new Customer();  		        //1
customer.setName(\""Tom\""); 
session1.save(customer);  					//2
tx1.commit();  							        //3
session1.close(); 							//4","[{'optionContent': 'A.第(1)行', 'isCorrect': '-1', 'option': 'A', 'optionValue': '第(1)行'}, {'optionContent': 'B.第(2)行', 'isCorrect': '-1', 'option': 'B', 'optionValue': '第(2)行'}, {'optionContent': 'C.第(3)行', 'isCorrect': '-1', 'option': 'C', 'optionValue': '第(3)行'}, {'optionContent': 'D.第(4)行', 'isCorrect': '-1', 'option': 'D', 'optionValue': '第(4)行'}]",close后又持久状态变为游离状态,D
